show_id,theater_id,movie_id,screen_no,show_time
S009290,T0093,M0188,2,2025-06-24T10:00:00
S009291,T0093,M0021,2,2025-06-26T13:00:00
S009292,T0093,M0166,4,2025-06-22T10:00:00
S009293,T0093,M0031,1,2025-06-26T13:00:00
S009294,T0093,M0355,1,2025-06-21T19:00:00
S009295,T0093,M0079,3,2025-06-26T16:00:00
S009296,T0093,M0072,3,2025-06-20T19:00:00
S009297,T0093,M0241,1,2025-06-29T19:00:00
S009298,T0093,M0310,1,2025-06-25T19:00:00
S009299,T0093,M0080,2,2025-06-24T13:00:00
S009300,T0093,M0009,4,2025-06-28T16:00:00
S009301,T0094,M0083,5,2025-06-28T13:00:00
S009302,T0094,M0117,1,2025-06-29T10:00:00
S009303,T0094,M0119,5,2025-06-27T19:00:00
S009304,T0094,M0412,3,2025-06-29T10:00:00
S009305,T0094,M0090,5,2025-06-20T16:00:00
S009306,T0094,M0210,5,2025-06-22T13:00:00
S009307,T0094,M0389,3,2025-06-28T22:00:00
S009308,T0094,M0083,1,2025-06-30T10:00:00
S009309,T0094,M0334,4,2025-06-24T19:00:00
S009310,T0094,M0406,4,2025-06-30T19:00:00
S009311,T0094,M0210,4,2025-06-27T22:00:00
S009312,T0094,M0335,5,2025-06-24T19:00:00
S009313,T0094,M0040,2,2025-06-21T22:00:00
S009314,T0094,M0101,3,2025-06-22T13:00:00
S009315,T0094,M0076,3,2025-06-23T10:00:00
S009316,T0094,M0187,3,2025-06-29T22:00:00
S009317,T0094,M0134,3,2025-06-28T10:00:00
S009318,T0094,M0109,3,2025-06-25T13:00:00
S009319,T0094,M0244,2,2025-06-20T22:00:00
S009320,T0094,M0161,3,2025-06-25T10:00:00
S009321,T0094,M0284,1,2025-06-20T19:00:00
S009322,T0094,M0183,1,2025-06-28T16:00:00
S009323,T0094,M0364,3,2025-06-24T19:00:00
S009324,T0094,M0069,3,2025-06-26T10:00:00
S009325,T0094,M0234,2,2025-06-28T10:00:00
S009326,T0094,M0009,1,2025-06-22T16:00:00
S009327,T0094,M0425,1,2025-06-21T13:00:00
S009328,T0094,M0449,3,2025-06-23T16:00:00
S009329,T0094,M0485,5,2025-06-22T19:00:00
S009330,T0094,M0500,2,2025-06-21T16:00:00
S009331,T0094,M0088,3,2025-06-23T22:00:00
S009332,T0094,M0479,4,2025-06-20T22:00:00
S009333,T0094,M0204,3,2025-06-27T10:00:00
S009334,T0094,M0500,1,2025-06-28T13:00:00
S009335,T0094,M0149,2,2025-06-29T22:00:00
S009336,T0094,M0249,2,2025-06-21T10:00:00
S009337,T0094,M0324,1,2025-06-29T22:00:00
S009338,T0094,M0275,1,2025-06-22T22:00:00
S009339,T0094,M0237,5,2025-06-29T22:00:00
S009340,T0094,M0319,1,2025-06-26T22:00:00
S009341,T0094,M0242,4,2025-06-30T22:00:00
S009342,T0094,M0216,1,2025-06-25T13:00:00
S009343,T0094,M0074,4,2025-06-20T10:00:00
S009344,T0094,M0053,4,2025-06-30T22:00:00
S009345,T0094,M0216,3,2025-06-25T22:00:00
S009346,T0094,M0416,3,2025-06-26T19:00:00
S009347,T0094,M0115,2,2025-06-22T22:00:00
S009348,T0094,M0085,1,2025-06-28T22:00:00
S009349,T0094,M0143,4,2025-06-28T19:00:00
S009350,T0094,M0237,4,2025-06-29T16:00:00
S009351,T0094,M0349,4,2025-06-27T22:00:00
S009352,T0094,M0475,5,2025-06-27T13:00:00
S009353,T0094,M0448,3,2025-06-26T13:00:00
S009354,T0094,M0474,1,2025-06-27T10:00:00
S009355,T0094,M0020,4,2025-06-26T16:00:00
S009356,T0094,M0025,1,2025-06-27T19:00:00
S009357,T0094,M0338,1,2025-06-20T13:00:00
S009358,T0094,M0149,2,2025-06-27T19:00:00
S009359,T0094,M0070,1,2025-06-26T10:00:00
S009360,T0094,M0486,4,2025-06-23T13:00:00
S009361,T0094,M0378,1,2025-06-25T16:00:00
S009362,T0094,M0030,2,2025-06-29T16:00:00
S009363,T0094,M0393,2,2025-06-29T16:00:00
S009364,T0094,M0140,2,2025-06-25T16:00:00
S009365,T0094,M0161,3,2025-06-28T13:00:00
S009366,T0094,M0497,5,2025-06-20T10:00:00
S009367,T0094,M0079,4,2025-06-25T10:00:00
S009368,T0094,M0118,1,2025-06-27T13:00:00
S009369,T0094,M0344,4,2025-06-27T13:00:00
S009370,T0094,M0172,1,2025-06-21T19:00:00
S009371,T0094,M0450,5,2025-06-25T16:00:00
S009372,T0094,M0047,3,2025-06-27T13:00:00
S009373,T0094,M0363,1,2025-06-26T10:00:00
S009374,T0094,M0011,4,2025-06-28T13:00:00
S009375,T0094,M0328,2,2025-06-30T10:00:00
S009376,T0094,M0387,2,2025-06-24T10:00:00
S009377,T0094,M0025,4,2025-06-25T10:00:00
S009378,T0094,M0377,5,2025-06-26T19:00:00
S009379,T0094,M0163,4,2025-06-30T13:00:00
S009380,T0094,M0171,3,2025-06-29T19:00:00
S009381,T0094,M0215,5,2025-06-29T19:00:00
S009382,T0094,M0032,4,2025-06-22T22:00:00
S009383,T0094,M0352,5,2025-06-25T16:00:00
S009384,T0094,M0145,2,2025-06-25T19:00:00
S009385,T0094,M0407,5,2025-06-27T13:00:00
S009386,T0094,M0047,1,2025-06-21T19:00:00
S009387,T0094,M0163,4,2025-06-20T10:00:00
S009388,T0094,M0343,4,2025-06-26T16:00:00
S009389,T0094,M0013,2,2025-06-24T19:00:00
S009390,T0094,M0389,3,2025-06-23T10:00:00
S009391,T0094,M0124,4,2025-06-20T19:00:00
S009392,T0094,M0480,3,2025-06-26T19:00:00
S009393,T0094,M0198,1,2025-06-29T10:00:00
S009394,T0094,M0143,2,2025-06-23T19:00:00
S009395,T0094,M0114,5,2025-06-22T22:00:00
S009396,T0094,M0140,5,2025-06-29T16:00:00
S009397,T0094,M0412,5,2025-06-20T19:00:00
S009398,T0094,M0462,1,2025-06-21T10:00:00
S009399,T0094,M0360,2,2025-06-24T19:00:00
S009400,T0094,M0033,2,2025-06-21T13:00:00
S009401,T0095,M0106,5,2025-06-23T10:00:00
S009402,T0095,M0252,1,2025-06-25T10:00:00
S009403,T0095,M0455,1,2025-06-26T19:00:00
S009404,T0095,M0037,3,2025-06-20T19:00:00
S009405,T0095,M0333,3,2025-06-25T22:00:00
S009406,T0095,M0433,5,2025-06-28T16:00:00
S009407,T0095,M0414,1,2025-06-26T22:00:00
S009408,T0095,M0478,3,2025-06-27T10:00:00
S009409,T0095,M0455,1,2025-06-28T16:00:00
S009410,T0095,M0375,1,2025-06-29T19:00:00
S009411,T0095,M0499,4,2025-06-20T22:00:00
S009412,T0095,M0121,4,2025-06-28T10:00:00
S009413,T0095,M0375,5,2025-06-22T16:00:00
S009414,T0095,M0050,4,2025-06-29T19:00:00
S009415,T0095,M0172,3,2025-06-28T16:00:00
S009416,T0095,M0291,1,2025-06-20T10:00:00
S009417,T0095,M0223,2,2025-06-22T10:00:00
S009418,T0095,M0382,5,2025-06-23T22:00:00
S009419,T0095,M0347,2,2025-06-20T19:00:00
S009420,T0095,M0035,1,2025-06-27T13:00:00
S009421,T0095,M0167,3,2025-06-21T19:00:00
S009422,T0095,M0300,1,2025-06-20T16:00:00
S009423,T0095,M0435,2,2025-06-30T13:00:00
S009424,T0095,M0359,3,2025-06-28T19:00:00
S009425,T0095,M0463,4,2025-06-28T10:00:00
S009426,T0095,M0457,1,2025-06-20T16:00:00
S009427,T0095,M0366,2,2025-06-25T13:00:00
S009428,T0095,M0313,4,2025-06-20T19:00:00
S009429,T0095,M0397,3,2025-06-21T16:00:00
S009430,T0095,M0171,5,2025-06-20T22:00:00
S009431,T0095,M0306,3,2025-06-20T19:00:00
S009432,T0095,M0207,2,2025-06-21T19:00:00
S009433,T0095,M0124,4,2025-06-26T22:00:00
S009434,T0095,M0083,3,2025-06-22T13:00:00
S009435,T0095,M0296,5,2025-06-21T22:00:00
S009436,T0095,M0241,3,2025-06-30T19:00:00
S009437,T0095,M0434,5,2025-06-21T19:00:00
S009438,T0095,M0350,4,2025-06-28T10:00:00
S009439,T0095,M0163,2,2025-06-27T10:00:00
S009440,T0095,M0241,4,2025-06-22T10:00:00
S009441,T0095,M0385,4,2025-06-25T10:00:00
S009442,T0095,M0414,2,2025-06-20T10:00:00
S009443,T0095,M0127,1,2025-06-30T13:00:00
S009444,T0095,M0332,1,2025-06-28T19:00:00
S009445,T0095,M0458,3,2025-06-30T13:00:00
S009446,T0095,M0250,4,2025-06-24T13:00:00
S009447,T0095,M0488,1,2025-06-28T10:00:00
S009448,T0095,M0055,4,2025-06-27T19:00:00
S009449,T0095,M0378,1,2025-06-23T13:00:00
S009450,T0095,M0052,2,2025-06-20T19:00:00
S009451,T0095,M0267,4,2025-06-30T19:00:00
S009452,T0095,M0388,1,2025-06-26T22:00:00
S009453,T0095,M0495,1,2025-06-29T10:00:00
S009454,T0095,M0165,1,2025-06-21T16:00:00
S009455,T0095,M0442,4,2025-06-21T16:00:00
S009456,T0095,M0475,4,2025-06-21T22:00:00
S009457,T0095,M0032,5,2025-06-27T22:00:00
S009458,T0095,M0279,2,2025-06-28T19:00:00
S009459,T0095,M0008,4,2025-06-28T22:00:00
S009460,T0095,M0500,3,2025-06-20T16:00:00
S009461,T0095,M0217,5,2025-06-25T16:00:00
S009462,T0095,M0337,3,2025-06-21T16:00:00
S009463,T0095,M0477,5,2025-06-27T13:00:00
S009464,T0095,M0138,4,2025-06-22T10:00:00
S009465,T0095,M0062,5,2025-06-28T19:00:00
S009466,T0095,M0224,1,2025-06-24T16:00:00
S009467,T0095,M0004,2,2025-06-28T22:00:00
S009468,T0095,M0448,1,2025-06-28T10:00:00
S009469,T0095,M0087,3,2025-06-28T22:00:00
S009470,T0095,M0387,4,2025-06-30T13:00:00
S009471,T0095,M0401,3,2025-06-28T22:00:00
S009472,T0095,M0311,4,2025-06-21T16:00:00
S009473,T0095,M0223,3,2025-06-28T16:00:00
S009474,T0095,M0091,2,2025-06-22T22:00:00
S009475,T0095,M0104,1,2025-06-22T19:00:00
S009476,T0095,M0360,3,2025-06-26T22:00:00
S009477,T0095,M0045,1,2025-06-28T10:00:00
S009478,T0095,M0295,4,2025-06-25T16:00:00
S009479,T0095,M0136,2,2025-06-29T16:00:00
S009480,T0095,M0061,4,2025-06-22T16:00:00
S009481,T0095,M0328,3,2025-06-28T22:00:00
S009482,T0095,M0181,1,2025-06-23T13:00:00
S009483,T0095,M0283,2,2025-06-25T10:00:00
S009484,T0095,M0019,1,2025-06-29T19:00:00
S009485,T0095,M0024,5,2025-06-27T19:00:00
S009486,T0095,M0230,2,2025-06-29T19:00:00
S009487,T0095,M0001,5,2025-06-29T13:00:00
S009488,T0095,M0364,4,2025-06-29T13:00:00
S009489,T0095,M0403,5,2025-06-28T13:00:00
S009490,T0095,M0353,1,2025-06-23T19:00:00
S009491,T0095,M0153,3,2025-06-24T16:00:00
S009492,T0095,M0268,1,2025-06-30T16:00:00
S009493,T0095,M0278,3,2025-06-23T22:00:00
S009494,T0095,M0164,1,2025-06-30T16:00:00
S009495,T0095,M0148,4,2025-06-23T10:00:00
S009496,T0095,M0320,1,2025-06-22T16:00:00
S009497,T0095,M0339,3,2025-06-27T16:00:00
S009498,T0095,M0221,3,2025-06-20T10:00:00
S009499,T0095,M0412,2,2025-06-23T22:00:00
S009500,T0095,M0409,4,2025-06-26T19:00:00
S009501,T0096,M0459,5,2025-06-27T22:00:00
S009502,T0096,M0345,2,2025-06-20T16:00:00
S009503,T0096,M0308,3,2025-06-26T16:00:00
S009504,T0096,M0332,1,2025-06-21T10:00:00
S009505,T0096,M0009,1,2025-06-23T13:00:00
S009506,T0096,M0066,2,2025-06-21T22:00:00
S009507,T0096,M0270,4,2025-06-25T13:00:00
S009508,T0096,M0387,3,2025-06-20T16:00:00
S009509,T0096,M0186,1,2025-06-26T22:00:00
S009510,T0096,M0271,1,2025-06-21T22:00:00
S009511,T0096,M0392,5,2025-06-30T16:00:00
S009512,T0096,M0010,2,2025-06-25T22:00:00
S009513,T0096,M0278,5,2025-06-30T22:00:00
S009514,T0096,M0285,3,2025-06-28T10:00:00
S009515,T0096,M0298,1,2025-06-22T16:00:00
S009516,T0096,M0317,2,2025-06-28T19:00:00
S009517,T0096,M0384,5,2025-06-26T10:00:00
S009518,T0096,M0483,5,2025-06-30T19:00:00
S009519,T0096,M0074,5,2025-06-29T16:00:00
S009520,T0096,M0405,5,2025-06-26T22:00:00
S009521,T0096,M0285,4,2025-06-22T22:00:00
S009522,T0096,M0258,4,2025-06-23T22:00:00
S009523,T0096,M0048,3,2025-06-24T22:00:00
S009524,T0096,M0414,4,2025-06-26T22:00:00
S009525,T0096,M0420,5,2025-06-20T16:00:00
S009526,T0096,M0109,1,2025-06-28T13:00:00
S009527,T0096,M0460,2,2025-06-24T22:00:00
S009528,T0096,M0453,5,2025-06-24T13:00:00
S009529,T0096,M0467,1,2025-06-20T16:00:00
S009530,T0096,M0464,5,2025-06-24T22:00:00
S009531,T0096,M0390,4,2025-06-26T19:00:00
S009532,T0096,M0270,4,2025-06-30T22:00:00
S009533,T0096,M0203,1,2025-06-22T13:00:00
S009534,T0096,M0475,4,2025-06-28T22:00:00
S009535,T0096,M0147,1,2025-06-23T10:00:00
S009536,T0096,M0367,5,2025-06-23T16:00:00
S009537,T0096,M0119,1,2025-06-23T22:00:00
S009538,T0096,M0297,4,2025-06-28T19:00:00
S009539,T0096,M0019,2,2025-06-30T22:00:00
S009540,T0096,M0073,3,2025-06-20T16:00:00
S009541,T0096,M0151,4,2025-06-30T16:00:00
S009542,T0096,M0346,5,2025-06-27T13:00:00
S009543,T0096,M0247,1,2025-06-24T22:00:00
S009544,T0096,M0449,5,2025-06-28T13:00:00
S009545,T0096,M0311,3,2025-06-25T10:00:00
S009546,T0096,M0045,5,2025-06-21T16:00:00
S009547,T0096,M0177,4,2025-06-25T13:00:00
S009548,T0096,M0120,2,2025-06-25T16:00:00
S009549,T0096,M0499,5,2025-06-28T10:00:00
S009550,T0096,M0493,4,2025-06-26T16:00:00
S009551,T0096,M0065,2,2025-06-24T13:00:00
S009552,T0096,M0224,5,2025-06-30T16:00:00
S009553,T0096,M0361,2,2025-06-22T10:00:00
S009554,T0096,M0493,3,2025-06-25T13:00:00
S009555,T0096,M0031,1,2025-06-25T10:00:00
S009556,T0096,M0126,3,2025-06-23T10:00:00
S009557,T0096,M0261,4,2025-06-27T19:00:00
S009558,T0096,M0035,3,2025-06-20T16:00:00
S009559,T0096,M0029,1,2025-06-26T16:00:00
S009560,T0096,M0066,1,2025-06-28T19:00:00
S009561,T0096,M0067,2,2025-06-22T22:00:00
S009562,T0096,M0460,1,2025-06-20T13:00:00
S009563,T0096,M0158,3,2025-06-25T13:00:00
S009564,T0096,M0460,5,2025-06-24T22:00:00
S009565,T0096,M0032,5,2025-06-28T10:00:00
S009566,T0096,M0296,2,2025-06-20T16:00:00
S009567,T0096,M0424,3,2025-06-30T19:00:00
S009568,T0096,M0256,5,2025-06-25T13:00:00
S009569,T0096,M0304,3,2025-06-21T13:00:00
S009570,T0096,M0143,4,2025-06-30T10:00:00
S009571,T0096,M0242,2,2025-06-30T13:00:00
S009572,T0096,M0337,4,2025-06-24T19:00:00
S009573,T0096,M0165,3,2025-06-20T19:00:00
S009574,T0096,M0037,1,2025-06-25T10:00:00
S009575,T0096,M0163,4,2025-06-22T13:00:00
S009576,T0096,M0417,1,2025-06-30T19:00:00
S009577,T0096,M0146,1,2025-06-21T22:00:00
S009578,T0096,M0251,4,2025-06-26T10:00:00
S009579,T0096,M0138,4,2025-06-21T16:00:00
S009580,T0096,M0213,2,2025-06-25T22:00:00
S009581,T0096,M0004,4,2025-06-21T22:00:00
S009582,T0096,M0486,2,2025-06-24T10:00:00
S009583,T0096,M0424,3,2025-06-26T16:00:00
S009584,T0096,M0075,3,2025-06-24T22:00:00
S009585,T0096,M0341,3,2025-06-24T16:00:00
S009586,T0096,M0025,4,2025-06-26T22:00:00
S009587,T0096,M0104,4,2025-06-29T13:00:00
S009588,T0096,M0275,5,2025-06-22T22:00:00
S009589,T0096,M0018,4,2025-06-30T22:00:00
S009590,T0096,M0495,2,2025-06-26T13:00:00
S009591,T0096,M0180,2,2025-06-23T19:00:00
S009592,T0096,M0216,5,2025-06-27T22:00:00
S009593,T0096,M0029,2,2025-06-23T16:00:00
S009594,T0096,M0034,5,2025-06-24T19:00:00
S009595,T0096,M0086,4,2025-06-25T19:00:00
S009596,T0096,M0310,2,2025-06-28T16:00:00
S009597,T0096,M0404,3,2025-06-30T10:00:00
S009598,T0096,M0095,5,2025-06-28T16:00:00
S009599,T0096,M0355,3,2025-06-29T22:00:00
S009600,T0096,M0009,1,2025-06-30T22:00:00
S009601,T0097,M0229,3,2025-06-27T22:00:00
S009602,T0097,M0360,1,2025-06-28T13:00:00
S009603,T0097,M0029,1,2025-06-26T16:00:00
S009604,T0097,M0176,1,2025-06-27T10:00:00
S009605,T0097,M0265,4,2025-06-23T19:00:00
S009606,T0097,M0312,1,2025-06-29T22:00:00
S009607,T0097,M0414,1,2025-06-22T13:00:00
S009608,T0097,M0323,5,2025-06-23T13:00:00
S009609,T0097,M0155,3,2025-06-29T10:00:00
S009610,T0097,M0198,5,2025-06-24T22:00:00
S009611,T0097,M0252,5,2025-06-28T10:00:00
S009612,T0097,M0232,1,2025-06-25T22:00:00
S009613,T0097,M0252,1,2025-06-27T19:00:00
S009614,T0097,M0192,3,2025-06-29T13:00:00
S009615,T0097,M0182,5,2025-06-27T13:00:00
S009616,T0097,M0040,5,2025-06-27T22:00:00
S009617,T0097,M0142,4,2025-06-25T13:00:00
S009618,T0097,M0037,5,2025-06-21T19:00:00
S009619,T0097,M0002,3,2025-06-30T16:00:00
S009620,T0097,M0266,4,2025-06-30T13:00:00
S009621,T0097,M0439,1,2025-06-21T22:00:00
S009622,T0097,M0452,3,2025-06-28T10:00:00
S009623,T0097,M0375,4,2025-06-22T22:00:00
S009624,T0097,M0144,2,2025-06-27T10:00:00
S009625,T0097,M0237,4,2025-06-29T10:00:00
S009626,T0097,M0202,5,2025-06-21T22:00:00
S009627,T0097,M0376,4,2025-06-26T10:00:00
S009628,T0097,M0353,3,2025-06-20T22:00:00
S009629,T0097,M0442,2,2025-06-24T16:00:00
S009630,T0097,M0338,2,2025-06-28T19:00:00
S009631,T0097,M0478,1,2025-06-20T13:00:00
S009632,T0097,M0153,1,2025-06-25T10:00:00
S009633,T0097,M0392,1,2025-06-27T16:00:00
S009634,T0097,M0227,2,2025-06-27T13:00:00
S009635,T0097,M0289,2,2025-06-21T19:00:00
S009636,T0097,M0173,5,2025-06-24T16:00:00
S009637,T0097,M0457,3,2025-06-25T10:00:00
S009638,T0097,M0041,4,2025-06-27T13:00:00
S009639,T0097,M0151,3,2025-06-30T13:00:00
S009640,T0097,M0500,2,2025-06-28T13:00:00
S009641,T0097,M0374,5,2025-06-25T16:00:00
S009642,T0097,M0143,4,2025-06-22T16:00:00
S009643,T0097,M0328,3,2025-06-20T22:00:00
S009644,T0097,M0187,4,2025-06-30T10:00:00
S009645,T0097,M0113,3,2025-06-21T16:00:00
S009646,T0097,M0234,5,2025-06-30T16:00:00
S009647,T0097,M0015,5,2025-06-23T19:00:00
S009648,T0097,M0342,1,2025-06-25T16:00:00
S009649,T0097,M0250,5,2025-06-28T10:00:00
S009650,T0097,M0081,2,2025-06-24T13:00:00
S009651,T0097,M0352,2,2025-06-23T22:00:00
S009652,T0097,M0130,1,2025-06-24T13:00:00
S009653,T0097,M0092,5,2025-06-20T13:00:00
S009654,T0097,M0417,3,2025-06-21T19:00:00
S009655,T0097,M0309,3,2025-06-25T16:00:00
S009656,T0097,M0234,4,2025-06-29T16:00:00
S009657,T0097,M0261,2,2025-06-28T19:00:00
S009658,T0097,M0143,2,2025-06-26T13:00:00
S009659,T0097,M0457,3,2025-06-20T22:00:00
S009660,T0097,M0488,2,2025-06-27T19:00:00
S009661,T0097,M0222,5,2025-06-20T19:00:00
S009662,T0097,M0320,4,2025-06-27T22:00:00
S009663,T0097,M0366,2,2025-06-25T13:00:00
S009664,T0097,M0199,1,2025-06-29T19:00:00
S009665,T0097,M0130,3,2025-06-21T16:00:00
S009666,T0097,M0216,3,2025-06-28T10:00:00
S009667,T0097,M0128,4,2025-06-30T19:00:00
S009668,T0097,M0178,2,2025-06-27T10:00:00
S009669,T0097,M0490,4,2025-06-24T22:00:00
S009670,T0097,M0234,4,2025-06-23T16:00:00
S009671,T0097,M0222,1,2025-06-28T13:00:00
S009672,T0097,M0144,1,2025-06-23T22:00:00
S009673,T0097,M0169,3,2025-06-23T19:00:00
S009674,T0097,M0046,4,2025-06-21T10:00:00
S009675,T0097,M0090,4,2025-06-24T13:00:00
S009676,T0097,M0292,1,2025-06-27T10:00:00
S009677,T0097,M0429,1,2025-06-22T10:00:00
S009678,T0097,M0497,1,2025-06-21T13:00:00
S009679,T0097,M0114,4,2025-06-21T13:00:00
S009680,T0097,M0472,5,2025-06-24T10:00:00
S009681,T0097,M0209,2,2025-06-24T22:00:00
S009682,T0097,M0377,2,2025-06-25T10:00:00
S009683,T0097,M0014,5,2025-06-20T19:00:00
S009684,T0097,M0385,1,2025-06-28T13:00:00
S009685,T0097,M0493,3,2025-06-30T13:00:00
S009686,T0097,M0346,1,2025-06-21T13:00:00
S009687,T0097,M0413,1,2025-06-30T10:00:00
S009688,T0097,M0171,5,2025-06-20T22:00:00
S009689,T0097,M0247,1,2025-06-24T22:00:00
S009690,T0097,M0477,2,2025-06-28T16:00:00
S009691,T0097,M0073,4,2025-06-28T10:00:00
S009692,T0097,M0039,1,2025-06-20T13:00:00
S009693,T0097,M0382,3,2025-06-24T22:00:00
S009694,T0097,M0096,2,2025-06-25T10:00:00
S009695,T0097,M0294,1,2025-06-21T13:00:00
S009696,T0097,M0408,1,2025-06-30T22:00:00
S009697,T0097,M0305,3,2025-06-28T13:00:00
S009698,T0097,M0110,1,2025-06-22T22:00:00
S009699,T0097,M0181,1,2025-06-26T10:00:00
S009700,T0097,M0363,3,2025-06-28T13:00:00
S009701,T0098,M0115,4,2025-06-25T22:00:00
S009702,T0098,M0454,2,2025-06-28T13:00:00
S009703,T0098,M0354,4,2025-06-29T13:00:00
S009704,T0098,M0184,5,2025-06-20T16:00:00
S009705,T0098,M0373,1,2025-06-30T10:00:00
S009706,T0098,M0484,4,2025-06-29T16:00:00
S009707,T0098,M0443,3,2025-06-20T10:00:00
S009708,T0098,M0496,1,2025-06-22T13:00:00
S009709,T0098,M0007,4,2025-06-27T13:00:00
S009710,T0098,M0292,1,2025-06-26T19:00:00
S009711,T0098,M0255,2,2025-06-21T10:00:00
S009712,T0098,M0497,2,2025-06-23T10:00:00
S009713,T0098,M0257,1,2025-06-21T22:00:00
S009714,T0098,M0088,3,2025-06-20T10:00:00
S009715,T0098,M0114,2,2025-06-27T16:00:00
S009716,T0098,M0336,2,2025-06-29T13:00:00
S009717,T0098,M0022,2,2025-06-24T22:00:00
S009718,T0098,M0402,4,2025-06-28T22:00:00
S009719,T0098,M0286,1,2025-06-24T16:00:00
S009720,T0098,M0485,3,2025-06-30T13:00:00
S009721,T0098,M0231,5,2025-06-30T10:00:00
S009722,T0098,M0387,1,2025-06-26T16:00:00
S009723,T0098,M0065,2,2025-06-26T19:00:00
S009724,T0098,M0160,1,2025-06-26T13:00:00
S009725,T0098,M0385,3,2025-06-30T10:00:00
S009726,T0098,M0352,1,2025-06-21T13:00:00
S009727,T0098,M0078,3,2025-06-28T22:00:00
S009728,T0098,M0097,5,2025-06-24T13:00:00
S009729,T0098,M0108,5,2025-06-27T13:00:00
S009730,T0098,M0344,1,2025-06-26T13:00:00
S009731,T0098,M0290,3,2025-06-24T19:00:00
S009732,T0098,M0190,1,2025-06-23T13:00:00
S009733,T0098,M0498,2,2025-06-24T16:00:00
S009734,T0098,M0348,2,2025-06-22T10:00:00
S009735,T0098,M0170,1,2025-06-29T10:00:00
S009736,T0098,M0076,1,2025-06-27T22:00:00
S009737,T0098,M0050,3,2025-06-23T19:00:00
S009738,T0098,M0455,1,2025-06-25T16:00:00
S009739,T0098,M0004,1,2025-06-27T19:00:00
S009740,T0098,M0411,3,2025-06-21T16:00:00
S009741,T0098,M0423,5,2025-06-21T16:00:00
S009742,T0098,M0437,1,2025-06-27T16:00:00
S009743,T0098,M0199,4,2025-06-26T10:00:00
S009744,T0098,M0324,5,2025-06-27T16:00:00
S009745,T0098,M0180,3,2025-06-25T16:00:00
S009746,T0098,M0242,2,2025-06-26T16:00:00
S009747,T0098,M0192,5,2025-06-27T10:00:00
S009748,T0098,M0448,4,2025-06-22T22:00:00
S009749,T0098,M0302,3,2025-06-29T10:00:00
S009750,T0098,M0317,5,2025-06-21T19:00:00
S009751,T0098,M0353,5,2025-06-22T13:00:00
S009752,T0098,M0426,4,2025-06-29T10:00:00
S009753,T0098,M0415,3,2025-06-24T16:00:00
S009754,T0098,M0078,3,2025-06-21T13:00:00
S009755,T0098,M0474,5,2025-06-20T19:00:00
S009756,T0098,M0178,5,2025-06-29T22:00:00
S009757,T0098,M0054,4,2025-06-24T16:00:00
S009758,T0098,M0106,5,2025-06-21T13:00:00
S009759,T0098,M0099,3,2025-06-20T22:00:00
S009760,T0098,M0091,4,2025-06-23T22:00:00
S009761,T0098,M0453,1,2025-06-23T13:00:00
S009762,T0098,M0268,4,2025-06-28T19:00:00
S009763,T0098,M0474,1,2025-06-28T16:00:00
S009764,T0098,M0208,2,2025-06-25T10:00:00
S009765,T0098,M0333,3,2025-06-21T10:00:00
S009766,T0098,M0353,5,2025-06-21T22:00:00
S009767,T0098,M0324,3,2025-06-21T19:00:00
S009768,T0098,M0160,1,2025-06-30T13:00:00
S009769,T0098,M0013,1,2025-06-22T10:00:00
S009770,T0098,M0359,1,2025-06-23T19:00:00
S009771,T0098,M0334,5,2025-06-29T10:00:00
S009772,T0098,M0062,1,2025-06-25T13:00:00
S009773,T0098,M0251,1,2025-06-23T13:00:00
S009774,T0098,M0286,2,2025-06-25T13:00:00
S009775,T0098,M0148,5,2025-06-28T10:00:00
S009776,T0098,M0108,4,2025-06-21T10:00:00
S009777,T0098,M0187,3,2025-06-29T13:00:00
S009778,T0098,M0455,5,2025-06-23T16:00:00
S009779,T0098,M0274,5,2025-06-20T10:00:00
S009780,T0098,M0071,5,2025-06-27T10:00:00
S009781,T0098,M0282,2,2025-06-24T13:00:00
S009782,T0098,M0122,3,2025-06-25T16:00:00
S009783,T0098,M0063,1,2025-06-29T13:00:00
S009784,T0098,M0190,5,2025-06-24T22:00:00
S009785,T0098,M0386,1,2025-06-23T19:00:00
S009786,T0098,M0050,4,2025-06-26T19:00:00
S009787,T0098,M0441,4,2025-06-28T13:00:00
S009788,T0098,M0464,2,2025-06-28T10:00:00
S009789,T0098,M0103,4,2025-06-23T19:00:00
S009790,T0098,M0033,4,2025-06-20T10:00:00
S009791,T0098,M0446,2,2025-06-24T16:00:00
S009792,T0098,M0344,5,2025-06-27T13:00:00
S009793,T0098,M0358,3,2025-06-30T16:00:00
S009794,T0098,M0217,2,2025-06-22T10:00:00
S009795,T0098,M0403,4,2025-06-25T19:00:00
S009796,T0098,M0263,1,2025-06-30T22:00:00
S009797,T0098,M0390,2,2025-06-24T19:00:00
S009798,T0098,M0026,3,2025-06-28T19:00:00
S009799,T0098,M0257,2,2025-06-25T19:00:00
S009800,T0098,M0114,1,2025-06-30T19:00:00
S009801,T0099,M0360,4,2025-06-29T19:00:00
S009802,T0099,M0179,3,2025-06-26T10:00:00
S009803,T0099,M0100,2,2025-06-22T13:00:00
S009804,T0099,M0209,5,2025-06-28T22:00:00
S009805,T0099,M0304,4,2025-06-25T16:00:00
S009806,T0099,M0059,1,2025-06-26T16:00:00
